"record_id","artist","title","date","medium","discipline","dimensions","funding_source","location","street","city","state","zipcode","lat","lng","description","image_url","detail_url","date_modified"
"805","James Lee Hansen","Talos No. 2","1959?"1968","Bronze","sculpture","height: 7', weight: 500 lbs","Tri-Met, U.S. Department of Transportation","SW 6th Ave. and SW Stark St.","SW 6th Ave. and SW Stark St.","Portland","OR","97204","45.521099","-122.67752040000001","The title of James Lee Hansen's ""Talos No. 2"" draws from an ancient Greek myth about Talos, a giant warrior created from bronze to guard the island of Crete. He had one vein running from his neck to his ankle which flowed with lead, a sacred fluid believed to be the blood of the gods. This sculpture transforms the mythic figure into an abstracted form. Rather than mimicking the monumentality of the character, Kelly invokes him though this vaguely human but altogether otherworldly creature that seems to take in its surroundings from three directions at once, acting as a guardian to those who pass by.","http://data.racc.org/pa_inventory/0683/0683thumb.jpg","http://racc.org/public-art/search/?recid=805.200","2011-08-31 00:00:00"

"806","Ivan Morrison","Untitled","1977","Painted aluminum","sculpture","7' x 8' 6 "" x 2' 4 ""","Tri-Met, U.S. Department of Transportation","SW 5th Ave. and SW Oak St.","SW 5th Ave. and SW Oak St.","Portland","OR","97204","45.5214979","-122.67613540000001","In addition to creating steel sculptures such as Untitled, artist Ivan Morrison creates mixed media paintings and drawings. This sculpture seems to blend the mediums, rendering two-dimensional fields of color in a three-dimensional form. ""My work is a world of beauty. It is how I imagine life. It is in my imagination of hopes and dreams. No matter if it is stainless steel sculpture or paintings or works on paper. My world is full of color."" Morrison's work can be found in the permanent collections of The Denver Art Museum; The Coos Art Museum, Coos Bay; and the Hallie Ford Museum of Art, Salem.","http://data.racc.org/pa_inventory/0684/0684thumb.jpg","http://racc.org/public-art/search/?recid=806.187","2011-08-26 00:00:00"

"807","Melvin Schuler","Thor","1977","Copper on redwood","sculpture","7' x 4' x 4'","Tri-Met, U.S. Department of Transportation","SW 6th Ave and SW Taylor St.","SW 6th Ave and SW Taylor St.","Portland","OR","97204","45.517751099999998","-122.67932570000001","Melvin Schuler's ""Thor"" is an abstract depiction of the hammer yielding Norse god of thunder. This piece served as a excellent example of Schuler's work, which is characterized by large cubic and angular sculptures achieved by hammering copper onto carved redwood. This process creates a unique and recognizable finish to his sculptures. Born in San Francisco, Shuler studied sculpture at the California College of Arts in Oakland and at The Danish Royal Academy of Fine Arts in Copenhagen. His work has been exhibited widely across the West.","http://data.racc.org/pa_inventory/0685/0685thumb.jpg","http://racc.org/public-art/search/?recid=807.188","2012-02-28 00:00:00"

"810","Cheif Lelooska (Don Smith)","Totem Pole","1959","Wood","sculpture","height: 52', diameter: 4'","City of Portland","5700 SW Terwilliger Blvd.","5700 SW Terwilliger Blvd.","Portland","OR","97239","45.483351900000002","-122.682857","""Totem Pole"" was carved by Chief Lelooska of Ariel Washington from red cedar harvested from the base of Mt. Adams. This totem pole is one of the most massive in existence measuring fifty feet high and four feet wide. The carved figures depict a beaver surmounted by a grizzly bear next to a raven topped by four watchmen. The totem was carved during Oregon's Centennial in 1959, to celebrate the state's role in Operation Deep Freeze, which established a scientific station at the geographic South Pole.

Born Cherokee, Lelooska (1933-1996) was adopted into the Kwakwaka'wakw, and was known for his mastery of storytelling and carving. As a scholar and educator, Lelooska was an authority on the Indians of North America with a particular emphasis on the tribes of the Northwest coastal region. He was known for his versatility in wood sculpting, creating artwork that ranged in size from hand-held rattles and feast bowls to large-scale totem poles. This piece serves as an excellent example of Lelooska's work and is a prized part of Portland's public art collection.","http://data.racc.org/pa_inventory/0690/0690thumb.jpg","http://racc.org/public-art/search/?recid=810.182","2012-05-31 00:00:00"

"812","Frederick Littman","Joy (Pioneer Woman)","1956","Bronze","sculpture","10' x 3' x 3'","Gift/Donation from Mrs. Laberee","Council Crest Park","3405 SW Council Crest Dr","Portland","OR","97201","45.499509000000003","-122.708538","This artwork was donated by Mrs. Florencei Laberee to the City of Portland.","http://data.racc.org/pa_inventory/0692/0692thumb.jpg","http://racc.org/public-art/search/?recid=812.178","2011-05-17 00:00:00"

"813","Lee Kelly","Frank Beach Memorial Fountain","1975","Stainless steel","sculpture","12'","Frank L. Beach and estate of Ruth B. Mehlin","Washington Park","Washington Park","Portland","OR","97205","45.519906200000008","-122.70798569999999","This sculpture was created to honor the memory of Frank E. Beach (1853-1934) who christened Portland ""The Rose City"" and who first proposed the annual Rose Festival. 
Lee Kelly is a prolific sculptor whose influential work can be found throughout Portland and the Pacific Northwest. Kelly describes his sculptural process as putting the energy of Abstract Expression into three dimensional form. Born in Idaho, he attended the Portland Art Museum School in the fifties and has worked and taught in the Portland region for decades.","http://data.racc.org/pa_inventory/0695/0695thumb.jpg","http://racc.org/public-art/search/?recid=813.183","2012-02-28 00:00:00"

"966","James Carpenter","Spectral Light Dome","1987","Dichroic glass","architectural integration","diameter: 35'","Percent for Art - City of Portland","Portland Center for the Performing Arts","1111 SW Broadway","Portland","OR","97205","45.516623000000003","-122.681327","James Carpenter was chosen for this project as the result of a rigorous selection process. The sculpture is composed of nearly 500 pieces of specially treated dichroic glass suspended in a 30' sky dome 70 feet above the floor. Carpenter describes designing the piece as ""what appears to be a time-lapse photograph of stars in the sky as they spiral around."" The colors in the dome change with the time of day and one's viewing angle. In the daytime the sculpture creates ambient light in the rotunda and at night it can be both uplit and backlit to create a reflective surface that both mimics the stars, while also reflecting the activity of the space itself. James Carpenter is an internationally recognized artist who has exhibited at the Metropolitan Museum of Art and the Whitney Museum","http://data.racc.org/pa_inventory/0898/0898thumb.jpg","http://racc.org/public-art/search/?recid=966.155","2011-08-23 00:00:00"

"969","Keith Jellum","Electronic Poet","1984","Bronze and LED board","sculpture","10 "" x 52 "" x 20 ""","Percent for Art - City of Portland","Smart Park","","","  ","","","","Keith Jellum's ""Electronic Poet"" displays several curated collections of poems programmed in an evolving loop. The programs were intended to be rotated every six months and have included diverse selections including North American poets born before 1990; Native American poets; Oregon place names; Northwestern poets; European poets and many more. Jellum, wanted to create opportunities for moments of reflection within the urban landscape.","http://data.racc.org/pa_inventory/0902/0902thumb.jpg","http://racc.org/public-art/search/?recid=969.176","2011-08-25 00:00:00"

"970","Peter Teneau","Fire Eater","1984","Aluminum","sculpture","","Percent for Art - City of Portland","Fire Station 10","451 SW Taylors Ferry Road","Portland","OR","97219","45.463439000000001","-122.682784","Peter Teneau's ""Fire Eater"" was commissioned for Portland Fire Station 10 as a visual symbol of their work. Based out of Portland, yet recently retired, Teneau specialized in large scale, site-specific sculptures.","http://data.racc.org/pa_inventory/0903/0903thumb.jpg","http://racc.org/public-art/search/?recid=970.172","2011-08-25 00:00:00"

"972","Edo Period","Kano School Japanese Screen","18th century","Mooriage relief and gold leaf on paper","painting","each: 67 1/4 "" x 25 ""","Gift/Donation from the Franklin Drake family","Portland Center for the Performing Arts","1111 SW Broadway","Portland","OR","97205","45.516623000000003","-122.681327","","http://data.racc.org/pa_inventory/0906/0906thumb.jpg","http://racc.org/public-art/search/?recid=972.168","2010-12-29 00:00:00"

"973","Manuel Izquierdo","Silver Dawn","1980","Stainless steel","sculpture","6' x 8' x 4'","Esco Corp., Schnitzer, PDC, MAC, NW Service Dist.","Wallace Park","2550 NW Raleigh St.","Portland","OR","97210","45.533962699999996","-122.703802","""Silver Dawn"" is an excellent example of the large biomorphic abstract sculptures that Manuel Izquierdo was known for. Izquierdo, a central figure in the mid-century Portland art scene, was born in Spain and came to Portland as a refugee who fled after the Spanish Civil War. He studied at the Museum Art School (now PNCA) and taught there for 46 years after graduating.","http://data.racc.org/pa_inventory/0907/0907thumb.jpg","http://racc.org/public-art/search/?recid=973.181","2012-05-18 00:00:00"

"1007","Bruce Forster","The Portland Police: A Portrait","1985","Gelatin silver  print","photography","image: 6' x 16' 5 ""","Percent for Art - Multnomah County Justice Center, State &, U.S. Dept. of Transportation","Multnomah County Justice Center","1120 SW 3rd Ave.","Portland","OR","97204","45.515248999999997","-122.677138","","http://data.racc.org/pa_inventory/0941/0941thumb.jpg","http://racc.org/public-art/search/?recid=1007.142","2011-12-07 00:00:00"

"1008","Bruce Forster","The Portland Police: A Portrait","1985","Gelatin silver print","photography","image: 10' 3 "" x 1' 10 ""","Percent for Art - Multnomah County, State of Oregon, and U.S. Department of Transportation","Multnomah County Justice Center","1120 SW 3rd Ave.","Portland","OR","97204","45.515248999999997","-122.677138","Bruce Forster created this work as part of a series of  photographs for the Portland Police Bureau. The photographs serve as a collective portrait of the Portland Police Department, providing a snapshot of the people and function of the Department during the time that they were made.","http://data.racc.org/pa_inventory/0942/0942thumb.jpg","http://racc.org/public-art/search/?recid=1008.167","2012-02-28 00:00:00"
